customer_id,recency,frequency,monetary,cluster,segment
C04734,572,1,194.19,1,Low Value
C04735,573,1,427.49,1,Low Value
C04736,2,8,3715.8999999999996,0,Potential Loyalists
C04737,79,2,1940.97,3,At Risk
C04738,58,15,11576.86,4,VIP Customers
C04739,67,7,5173.54,0,Potential Loyalists
C04741,23,7,1887.27,0,Potential Loyalists
C04744,143,5,1828.19,3,At Risk
C04745,67,6,1785.1599999999999,0,Potential Loyalists
C04746,74,3,3198.8,0,Potential Loyalists
C04747,278,2,939.5799999999999,3,At Risk
C04748,273,3,1683.3000000000002,3,At Risk
C04749,295,1,511.23,3,At Risk
C04750,18,3,1327.64,3,At Risk
C04751,278,2,157.52,3,At Risk
C04752,35,6,1641.03,0,Potential Loyalists
C04753,38,7,3820.16,0,Potential Loyalists
C04754,178,2,679.7,3,At Risk
C04755,269,1,183.34,3,At Risk
C04756,116,7,2773.94,0,Potential Loyalists
C04757,46,9,1564.99,0,Potential Loyalists
C04758,70,9,6211.76,2,Loyal Customers
C04759,607,1,153.07,1,Low Value
C04761,110,7,2287.56,0,Potential Loyalists
C04762,83,3,826.6899999999999,3,At Risk
C04763,211,3,500.82,3,At Risk
C04764,304,6,650.95,3,At Risk
C04765,340,1,66.9,1,Low Value
C04766,43,4,1292.2099999999998,3,At Risk
C04767,152,6,3570.52,0,Potential Loyalists
C04768,4,4,1529.48,3,At Risk
C04769,77,5,967.7,3,At Risk
C04770,427,2,283.34,1,Low Value
C04773,426,2,4580.16,1,Low Value
C04774,70,1,185.65,3,At Risk
C04775,174,8,4275.46,0,Potential Loyalists
C04776,202,10,2683.95,0,Potential Loyalists
C04779,2,15,3709.66,2,Loyal Customers
C04780,479,3,686.8,1,Low Value
C04781,213,1,293.07,3,At Risk
C04782,101,4,1254.25,3,At Risk
C04783,41,4,1330.0600000000002,3,At Risk
C04784,91,3,1686.02,3,At Risk
C04785,14,7,3152.81,0,Potential Loyalists
C04786,155,2,324.36,3,At Risk
C04788,15,5,1407.88,3,At Risk
C04789,137,7,1205.1499999999999,3,At Risk
C04790,150,3,317.01,3,At Risk
C04791,374,1,80.58,1,Low Value
C04793,9,15,6562.87,2,Loyal Customers
C04794,79,6,1695.6100000000001,0,Potential Loyalists
C04795,58,4,6040.35,0,Potential Loyalists
C04796,6,6,6853.54,2,Loyal Customers
C04798,6,3,1445.13,3,At Risk
C04800,84,7,4055.68,0,Potential Loyalists
C04801,132,3,1101.95,3,At Risk
C04802,26,13,2068.21,0,Potential Loyalists
C04803,23,4,983.18,3,At Risk
C04804,12,9,3340.69,0,Potential Loyalists
C04805,118,2,851.19,3,At Risk
C04806,3,1,338.62,3,At Risk
C04807,18,17,3466.62,2,Loyal Customers
C04808,133,6,3067.06,0,Potential Loyalists
C04809,31,13,5695.93,2,Loyal Customers
C04811,166,3,786.79,3,At Risk
C04812,31,4,1291.77,3,At Risk
C04813,131,1,47.1,3,At Risk
C04814,66,2,156.62,3,At Risk
C04815,657,1,363.29,1,Low Value
C04817,646,1,194.12,1,Low Value
C04818,193,2,219.52,3,At Risk
C04820,61,1,66.36,3,At Risk
C04821,99,1,480.92,3,At Risk
C04822,63,4,2183.68,3,At Risk
C04823,174,11,4349.7300000000005,0,Potential Loyalists
C04824,206,2,180.58,3,At Risk
C04825,35,3,1470.7,3,At Risk
C04826,4,10,3631.38,0,Potential Loyalists
C04827,154,11,5109.43,2,Loyal Customers
C04829,170,2,668.13,3,At Risk
C04830,31,5,2219.77,0,Potential Loyalists
C04831,497,1,55.08,1,Low Value
C04832,122,8,2806.14,0,Potential Loyalists
C04833,40,13,10564.28,2,Loyal Customers
C04834,5,16,5314.83,2,Loyal Customers
C04835,590,1,41.64,1,Low Value
C04836,651,1,14.27,1,Low Value
C04837,25,11,2082.13,0,Potential Loyalists
C04838,471,3,712.03,1,Low Value
C04839,228,1,269.63,3,At Risk
C04840,194,5,1361.31,3,At Risk
C04841,212,4,2304.36,3,At Risk
C04842,71,2,482.11,3,At Risk
C04843,38,14,4978.6,2,Loyal Customers
C04844,607,1,1315.8,1,Low Value
C04846,220,4,2342.52,3,At Risk
C04847,52,2,556.7,3,At Risk
C04848,280,1,29.39,3,At Risk
C04849,194,5,969.11,3,At Risk
C04850,68,7,1637.44,0,Potential Loyalists
C04851,74,12,2767.48,0,Potential Loyalists
C04852,445,1,474.15,1,Low Value
C04853,159,6,1620.05,3,At Risk
C04854,38,2,1308.3400000000001,3,At Risk
C04855,29,11,4581.65,2,Loyal Customers
C04856,14,2,314.11,3,At Risk
C04858,36,7,2608.26,0,Potential Loyalists
C04859,31,1,75.73,3,At Risk
C04860,77,2,487.04999999999995,3,At Risk
C04861,31,6,2055.8700000000003,0,Potential Loyalists
C04862,52,8,1418.42,0,Potential Loyalists
C04863,430,2,909.7199999999999,1,Low Value
C04864,133,1,665.77,3,At Risk
C04866,723,1,667.81,1,Low Value
C04867,41,4,682.95,3,At Risk
C04868,148,2,223.12,3,At Risk
C04870,403,2,154.62,1,Low Value
C04871,153,7,4576.88,0,Potential Loyalists
C04872,49,9,1853.81,0,Potential Loyalists
C04873,3,11,4460.21,2,Loyal Customers
C04875,8,23,9163.949999999999,4,VIP Customers
C04876,31,4,1816.0700000000002,3,At Risk
C04877,25,32,11135.75,4,VIP Customers
C04878,26,1,57.23,3,At Risk
C04879,109,5,2762.58,0,Potential Loyalists
C04880,207,4,1224.8899999999999,3,At Risk
C04881,359,2,495.1,1,Low Value
C04882,112,6,1378.78,3,At Risk
C04883,19,7,4707.8,0,Potential Loyalists
C04884,59,15,7127.0199999999995,2,Loyal Customers
C04885,292,3,1018.2099999999999,3,At Risk
C04886,48,5,659.29,3,At Risk
C04888,12,33,12234.29,4,VIP Customers
C04889,417,4,970.9499999999999,1,Low Value
C04890,80,11,4112.97,0,Potential Loyalists
C04891,677,1,49.34,1,Low Value
C04892,229,2,189.67000000000002,3,At Risk
C04893,15,16,7109.33,2,Loyal Customers
C04894,214,1,241.25,3,At Risk
C04895,50,2,438.6,3,At Risk
C04897,31,4,2038.31,3,At Risk
C04899,382,1,76.7,1,Low Value
C04900,503,2,1577.14,1,Low Value
C04901,128,10,3974.45,0,Potential Loyalists
C04902,75,4,837.1999999999999,3,At Risk
C04904,5,12,4480.99,2,Loyal Customers
C04905,20,14,5338.08,2,Loyal Customers
C04907,137,6,2848.3199999999997,0,Potential Loyalists
C04908,215,2,781.73,3,At Risk
C04910,100,1,312.47,3,At Risk
C04911,47,2,278.09000000000003,3,At Risk
C04912,116,5,2288.42,0,Potential Loyalists
C04914,70,4,1990.1,3,At Risk
C04915,550,1,467.67,1,Low Value
C04916,70,5,422.76,3,At Risk
C04917,77,2,1010.14,3,At Risk
C04920,64,5,2176.28,0,Potential Loyalists
C04921,129,5,2277.58,3,At Risk
C04922,42,13,3952.51,2,Loyal Customers
C04923,234,2,1774.6599999999999,3,At Risk
C04924,127,4,762.86,3,At Risk
C04925,33,17,6867.41,2,Loyal Customers
C04926,18,7,5645.67,0,Potential Loyalists
C04928,44,5,3910.4100000000003,0,Potential Loyalists
C04929,541,1,81.22,1,Low Value
C04930,12,16,2770.15,2,Loyal Customers
C04931,206,3,802.6800000000001,3,At Risk
C04932,135,4,1257.3,3,At Risk
C04934,195,3,1210.06,3,At Risk
C04935,11,10,5531.07,2,Loyal Customers
C04937,2,4,1579.7400000000002,3,At Risk
C04938,17,11,4135.1900000000005,0,Potential Loyalists
C04939,682,1,260.08,1,Low Value
C04940,567,1,67.98,1,Low Value
C04941,32,5,1449.95,3,At Risk
C04942,33,6,2270.52,0,Potential Loyalists
C04945,137,7,1525.1,0,Potential Loyalists
C04946,63,8,3641.9,0,Potential Loyalists
C04949,721,1,38.35,1,Low Value
C04950,5,7,2577.2999999999997,0,Potential Loyalists
C04951,627,1,331.42,1,Low Value
C04952,101,7,1305.3899999999999,0,Potential Loyalists
C04954,14,11,3250.52,0,Potential Loyalists
C04955,131,5,5567.7,0,Potential Loyalists
C04956,6,7,3009.5,0,Potential Loyalists
C04957,330,2,440.13,1,Low Value
C04958,81,5,3656.98,0,Potential Loyalists
C04960,588,1,99.63,1,Low Value
C04961,381,1,669.1,1,Low Value
C04962,38,14,2937.33,0,Potential Loyalists
C04963,80,6,2302.41,0,Potential Loyalists
C04964,161,6,1983.99,3,At Risk
C04965,321,2,3060.21,1,Low Value
C04967,214,6,1484.27,3,At Risk
C04968,32,7,5721.89,0,Potential Loyalists
C04969,599,2,259.62,1,Low Value
C04970,185,4,1546.94,3,At Risk
C04971,96,12,6509.87,2,Loyal Customers
C04972,54,16,8124.0,2,Loyal Customers
C04973,6,6,4058.99,0,Potential Loyalists
C04974,245,4,478.45,3,At Risk
C04975,505,2,299.09000000000003,1,Low Value
C04976,59,7,2053.67,0,Potential Loyalists
C04977,243,1,636.02,3,At Risk
C04978,405,3,1091.86,1,Low Value
C04979,259,5,4037.3399999999997,0,Potential Loyalists
C04980,163,2,1006.01,3,At Risk
C04981,98,4,1796.1100000000001,3,At Risk
C04982,58,5,3311.52,0,Potential Loyalists
C04983,134,6,982.55,3,At Risk
C04984,94,3,2709.0,3,At Risk
C04985,253,1,152.87,3,At Risk
C04987,34,6,2483.19,0,Potential Loyalists
C04988,17,7,3943.85,0,Potential Loyalists
C04989,108,1,72.79,3,At Risk
C04990,11,17,5535.21,2,Loyal Customers
C04992,17,20,6014.02,2,Loyal Customers
C04993,71,3,171.99,3,At Risk
C04995,135,2,1759.1899999999998,3,At Risk
C04997,147,6,1348.9,3,At Risk
C04998,79,9,2748.83,0,Potential Loyalists
C04999,85,10,5390.17,2,Loyal Customers
C05000,507,1,1389.36,1,Low Value
C05001,33,2,405.88,3,At Risk
C05002,478,1,370.5,1,Low Value
C05003,607,1,47.85,1,Low Value
C05004,142,3,365.0,3,At Risk
C05006,107,5,998.29,3,At Risk
C05007,385,2,198.49,1,Low Value
C05008,515,3,634.77,1,Low Value
C05009,315,2,581.99,1,Low Value
C05010,111,4,1381.84,3,At Risk
C05011,74,3,514.25,3,At Risk
C05012,98,3,1331.03,3,At Risk
C05013,55,1,61.2,3,At Risk
C05015,30,5,1370.8400000000001,3,At Risk
C05017,52,5,911.96,3,At Risk
C05018,457,2,659.7900000000001,1,Low Value
C05019,191,5,3199.0,0,Potential Loyalists
C05020,25,11,5593.92,2,Loyal Customers
C05021,73,7,1704.08,0,Potential Loyalists
C05022,227,1,569.07,3,At Risk
C05023,549,3,642.1500000000001,1,Low Value
C05024,119,12,2724.04,0,Potential Loyalists
C05026,98,7,795.35,3,At Risk
C05027,83,7,1734.63,0,Potential Loyalists
C05028,423,3,863.1100000000001,1,Low Value
C05029,266,3,566.73,3,At Risk
C05030,39,6,2133.31,0,Potential Loyalists
C05031,149,4,1278.78,3,At Risk
C05032,19,10,5527.75,2,Loyal Customers
C05033,488,3,578.49,1,Low Value
C05034,455,3,1843.06,1,Low Value
C05035,3,7,820.09,0,Potential Loyalists
C05036,58,8,2193.86,0,Potential Loyalists
C05037,37,5,713.28,3,At Risk
C05038,476,2,468.53,1,Low Value
C05039,122,5,1887.43,3,At Risk
C05040,74,13,3861.34,2,Loyal Customers
C05041,646,1,206.28,1,Low Value
C05042,442,1,78.26,1,Low Value
C05044,38,27,12808.18,4,VIP Customers
C05045,126,4,1631.12,3,At Risk
C05046,9,7,4557.8099999999995,0,Potential Loyalists
C05047,63,3,631.42,3,At Risk
C05048,247,5,1613.3899999999999,3,At Risk
C05049,166,3,1176.87,3,At Risk
C05050,30,10,2350.41,0,Potential Loyalists
C05051,162,1,450.15,3,At Risk
C05052,723,1,62.87,1,Low Value
C05053,92,2,241.86,3,At Risk
C05054,238,1,92.83,3,At Risk
C05055,36,2,817.2,3,At Risk
C05056,48,14,5231.87,2,Loyal Customers
C05057,1,7,5643.7300000000005,0,Potential Loyalists
C05058,6,13,6388.8,2,Loyal Customers
C05059,227,4,1141.28,3,At Risk
C05060,62,8,3082.7599999999998,0,Potential Loyalists
C05061,72,7,6694.31,2,Loyal Customers
C05062,39,6,1914.2000000000003,0,Potential Loyalists
C05063,89,6,2393.96,0,Potential Loyalists
C05064,388,4,1932.0,1,Low Value
C05065,291,4,3166.2000000000003,3,At Risk
C05066,198,2,412.64000000000004,3,At Risk
C05067,94,7,2206.67,0,Potential Loyalists
C05068,8,15,4525.639999999999,2,Loyal Customers
C05069,12,3,162.34,3,At Risk
C05070,97,9,5010.6,0,Potential Loyalists
C05071,67,9,4026.6,0,Potential Loyalists
C05072,641,1,102.59,1,Low Value
C05073,76,6,1530.21,3,At Risk
C05074,58,9,5435.37,2,Loyal Customers
C05075,37,3,6030.219999999999,0,Potential Loyalists
C05076,706,1,136.06,1,Low Value
C05077,45,7,2286.95,0,Potential Loyalists
C05078,207,5,1475.43,3,At Risk
C05079,5,7,2516.02,0,Potential Loyalists
C05082,23,16,5238.13,2,Loyal Customers
C05083,309,2,187.43,1,Low Value
C05084,30,9,8361.03,2,Loyal Customers
C05085,42,7,2197.94,0,Potential Loyalists
C05086,43,6,2569.69,0,Potential Loyalists
C05087,454,1,215.43,1,Low Value
C05088,129,2,305.72,3,At Risk
C05089,10,16,7886.15,2,Loyal Customers
C05090,333,3,1811.27,1,Low Value
C05091,278,5,997.5,3,At Risk
C05092,104,4,736.28,3,At Risk
C05094,25,10,1731.49,0,Potential Loyalists
C05095,58,7,4731.1900000000005,0,Potential Loyalists
C05096,26,27,10316.949999999999,4,VIP Customers
C05097,85,2,372.48,3,At Risk
C05098,52,9,3398.2,0,Potential Loyalists
C05100,347,6,2551.7400000000002,1,Low Value
C05101,81,7,2459.6000000000004,0,Potential Loyalists
C05102,96,7,2029.6100000000001,0,Potential Loyalists
C05103,201,9,2267.3,0,Potential Loyalists
C05104,80,9,3633.85,0,Potential Loyalists
C05105,189,9,3597.16,0,Potential Loyalists
C05106,25,13,5283.77,2,Loyal Customers
C05108,98,10,3196.73,0,Potential Loyalists
C05109,79,8,2888.03,0,Potential Loyalists
C05112,87,8,1091.04,0,Potential Loyalists
C05113,410,2,458.90999999999997,1,Low Value
C05114,15,4,1075.89,3,At Risk
C05115,229,5,2274.74,3,At Risk
C05116,21,21,6866.6900000000005,2,Loyal Customers
C05117,149,10,2099.12,0,Potential Loyalists
C05118,414,1,218.47,1,Low Value
C05119,218,2,211.28000000000003,3,At Risk
C05121,88,1,844.74,3,At Risk
C05123,65,14,7365.82,2,Loyal Customers
C05124,561,4,575.34,1,Low Value
C05125,527,1,40.2,1,Low Value
C05126,160,2,311.27,3,At Risk
C05127,128,4,1422.2199999999998,3,At Risk
C05128,230,3,2071.7000000000003,3,At Risk
C05130,60,24,10687.04,4,VIP Customers
C05134,125,7,984.95,3,At Risk
C05135,426,2,228.23000000000002,1,Low Value
C05137,307,3,492.49,1,Low Value
C05138,188,4,1120.49,3,At Risk
C05140,303,3,1875.52,3,At Risk
C05142,578,1,3138.37,1,Low Value
C05143,35,5,3273.5699999999997,0,Potential Loyalists
C05146,109,5,4004.0499999999997,0,Potential Loyalists
C05147,724,1,345.1,1,Low Value
C05149,250,4,429.79,3,At Risk
C05150,46,17,5295.86,2,Loyal Customers
C05151,85,8,3165.0,0,Potential Loyalists
C05152,64,8,2426.1,0,Potential Loyalists
C05153,120,6,1763.4399999999998,3,At Risk
C05154,5,14,4458.97,2,Loyal Customers
C05155,105,8,1946.96,0,Potential Loyalists
C05156,83,7,4678.65,0,Potential Loyalists
C05157,312,3,252.48000000000002,1,Low Value
C05158,11,1,293.95,3,At Risk
C05159,64,4,1189.0,3,At Risk
C05160,47,19,11189.36,4,VIP Customers
C05161,216,4,644.98,3,At Risk
C05162,106,4,1675.9199999999998,3,At Risk
C05163,176,2,606.5,3,At Risk
C05164,85,4,3661.52,0,Potential Loyalists
C05165,449,3,809.4399999999999,1,Low Value
C05166,79,6,1698.57,0,Potential Loyalists
C05167,222,2,105.81,3,At Risk
C05168,2,6,2168.17,0,Potential Loyalists
C05169,22,10,3756.4,0,Potential Loyalists
C05170,4,14,4213.94,2,Loyal Customers
C05171,688,1,74.17,1,Low Value
C05172,1,17,4199.08,2,Loyal Customers
C05173,282,3,872.52,3,At Risk
C05174,20,1,151.44,3,At Risk
C05175,118,4,1369.79,3,At Risk
C05176,550,2,387.56,1,Low Value
C05178,22,1,181.54,3,At Risk
C05179,22,9,3822.4900000000002,0,Potential Loyalists
C05181,96,8,3019.9399999999996,0,Potential Loyalists
C05182,41,7,2061.37,0,Potential Loyalists
C05183,4,7,5304.42,0,Potential Loyalists
C05184,69,12,4879.2,2,Loyal Customers
C05185,45,6,1965.22,0,Potential Loyalists
C05187,387,2,1009.5899999999999,1,Low Value
C05188,181,4,472.74,3,At Risk
C05189,58,4,2179.93,3,At Risk
C05190,14,1,36.53,3,At Risk
C05191,4,6,2325.17,0,Potential Loyalists
C05192,62,7,5406.56,0,Potential Loyalists
C05193,49,4,1255.18,3,At Risk
C05194,10,8,3840.61,0,Potential Loyalists
C05195,40,10,1950.95,0,Potential Loyalists
C05196,67,6,2414.71,0,Potential Loyalists
C05197,30,4,422.96,3,At Risk
C05198,174,8,1338.3,0,Potential Loyalists
C05199,7,17,5815.45,2,Loyal Customers
C05200,324,2,189.38,1,Low Value
C05201,592,1,115.96,1,Low Value
C05202,257,1,96.83,3,At Risk
C05203,49,6,2416.13,0,Potential Loyalists
C05204,129,15,6384.0,2,Loyal Customers
C05205,293,1,1988.5,3,At Risk
C05207,113,13,4186.73,2,Loyal Customers
C05208,1,15,5629.87,2,Loyal Customers
C05209,247,1,80.41,3,At Risk
C05210,485,2,1515.54,1,Low Value
C05211,501,3,758.02,1,Low Value
C05212,14,3,1306.54,3,At Risk
C05213,128,8,3158.67,0,Potential Loyalists
C05214,161,3,1350.31,3,At Risk
C05216,127,2,1777.8999999999999,3,At Risk
C05217,108,2,301.38,3,At Risk
C05219,461,1,73.62,1,Low Value
C05220,82,10,4451.02,0,Potential Loyalists
C05221,102,1,1372.59,3,At Risk
C05222,172,12,8068.2699999999995,2,Loyal Customers
C05223,381,2,516.7,1,Low Value
C05224,94,6,2710.52,0,Potential Loyalists
C05225,325,1,1787.7,1,Low Value
C05226,39,1,62.87,3,At Risk
C05227,69,4,1611.82,3,At Risk
C05228,121,5,1274.31,3,At Risk
C05229,112,3,883.5699999999999,3,At Risk
C05230,89,9,3555.46,0,Potential Loyalists
C05231,163,4,1277.78,3,At Risk
C05232,17,4,2272.5,0,Potential Loyalists
C05233,68,7,3377.05,0,Potential Loyalists
C05234,160,1,28.54,3,At Risk
C05235,141,19,12016.92,4,VIP Customers
C05236,33,8,6466.639999999999,2,Loyal Customers
C05237,356,1,175.47,1,Low Value
C05238,702,1,94.8,1,Low Value
C05239,89,6,953.9,3,At Risk
C05240,238,10,5629.42,2,Loyal Customers
C05241,329,2,469.96000000000004,1,Low Value
C05242,4,7,786.89,0,Potential Loyalists
C05243,313,3,2139.04,1,Low Value
C05244,518,1,3260.36,1,Low Value
C05245,602,1,1347.25,1,Low Value
C05246,48,3,1024.98,3,At Risk
C05247,52,12,5296.67,2,Loyal Customers
C05248,640,1,45.11,1,Low Value
C05249,93,3,418.61,3,At Risk
C05252,60,7,3264.7799999999997,0,Potential Loyalists
C05253,25,1,152.96,3,At Risk
C05254,27,4,648.2,3,At Risk
C05255,54,10,4395.87,0,Potential Loyalists
C05256,33,11,3580.85,0,Potential Loyalists
C05257,227,2,1160.21,3,At Risk
C05258,118,8,656.2900000000001,3,At Risk
C05259,25,5,4777.47,0,Potential Loyalists
C05260,60,10,3857.1600000000003,0,Potential Loyalists
C05261,208,6,3338.93,0,Potential Loyalists
C05262,482,1,229.45,1,Low Value
C05263,124,3,1949.36,3,At Risk
C05264,85,4,606.36,3,At Risk
C05265,112,7,2797.66,0,Potential Loyalists
C05266,5,3,572.6500000000001,3,At Risk
C05267,124,1,1017.27,3,At Risk
C05268,15,7,1028.23,0,Potential Loyalists
C05269,87,3,1590.49,3,At Risk
C05271,567,1,178.17,1,Low Value
C05272,83,3,538.6800000000001,3,At Risk
C05273,177,3,971.05,3,At Risk
C05274,84,2,231.66,3,At Risk
C05277,193,1,2640.4,3,At Risk
C05278,449,3,682.0699999999999,1,Low Value
C05280,573,4,1605.24,1,Low Value
C05284,169,1,85.18,3,At Risk
C05285,35,4,2854.84,0,Potential Loyalists
C05286,686,1,571.86,1,Low Value
C05287,60,8,1940.32,0,Potential Loyalists
C05288,541,1,364.89,1,Low Value
C05289,48,2,363.09000000000003,3,At Risk
C05290,49,2,367.89,3,At Risk
C05291,26,6,1953.8899999999999,0,Potential Loyalists
C05293,504,2,1759.99,1,Low Value
C05294,490,3,1237.51,1,Low Value
C05295,285,2,1993.4199999999998,3,At Risk
C05296,75,10,2120.07,0,Potential Loyalists
C05297,55,5,1707.33,3,At Risk
C05298,109,4,728.42,3,At Risk
C05299,15,9,4849.2300000000005,0,Potential Loyalists
C05300,10,5,698.24,3,At Risk
C05302,26,9,5919.96,2,Loyal Customers
C05304,196,2,299.14,3,At Risk
C05305,43,8,3061.39,0,Potential Loyalists
C05306,10,12,5436.34,2,Loyal Customers
C05307,287,2,755.02,3,At Risk
C05308,189,4,1822.41,3,At Risk
C05310,381,1,46.34,1,Low Value
C05312,35,10,3093.02,0,Potential Loyalists
C05313,21,13,3867.54,2,Loyal Customers
C05314,485,1,1369.71,1,Low Value
C05316,161,3,2236.5,3,At Risk
C05317,64,13,4063.9700000000003,2,Loyal Customers
C05318,125,2,1064.37,3,At Risk
C05320,16,14,5534.72,2,Loyal Customers
C05321,16,10,3247.57,0,Potential Loyalists
C05323,20,16,7268.450000000001,2,Loyal Customers
C05324,134,7,1674.05,0,Potential Loyalists
C05325,207,2,157.13,3,At Risk
C05326,91,3,815.0,3,At Risk
C05327,39,6,3638.87,0,Potential Loyalists
C05328,115,6,2788.6800000000003,0,Potential Loyalists
C05330,56,12,4345.1900000000005,2,Loyal Customers
C05332,106,6,1331.23,3,At Risk
C05333,89,6,1922.44,0,Potential Loyalists
C05334,50,3,1249.41,3,At Risk
C05335,579,1,145.25,1,Low Value
C05336,27,11,3422.85,0,Potential Loyalists
C05337,223,1,2231.32,3,At Risk
C05338,123,5,3401.17,0,Potential Loyalists
C05339,107,7,2923.6800000000003,0,Potential Loyalists
C05340,96,8,1731.8500000000001,0,Potential Loyalists
C05341,7,4,539.6,3,At Risk
C05342,675,2,668.81,1,Low Value
C05343,294,2,669.95,3,At Risk
C05344,20,11,3472.33,0,Potential Loyalists
C05345,198,4,1717.8,3,At Risk
C05347,31,10,3200.42,0,Potential Loyalists
C05348,89,5,892.14,3,At Risk
C05349,383,1,48.42,1,Low Value
C05350,16,29,10145.98,4,VIP Customers
C05351,35,10,4325.72,0,Potential Loyalists
C05352,86,2,609.19,3,At Risk
C05354,57,6,2645.5699999999997,0,Potential Loyalists
C05355,91,9,3407.17,0,Potential Loyalists
C05356,357,1,86.16,1,Low Value
C05357,116,2,1348.13,3,At Risk
C05358,215,3,608.1800000000001,3,At Risk
C05359,265,2,387.07,3,At Risk
C05362,106,6,2660.35,0,Potential Loyalists
C05363,18,4,4558.96,0,Potential Loyalists
C05364,89,2,198.22,3,At Risk
C05365,338,1,31.36,1,Low Value
C05367,111,2,466.81999999999994,3,At Risk
C05368,95,22,6304.44,2,Loyal Customers
C05369,49,11,4484.79,0,Potential Loyalists
C05370,130,2,3929.54,0,Potential Loyalists
C05371,18,2,221.94,3,At Risk
C05372,469,1,134.01,1,Low Value
C05373,200,3,628.26,3,At Risk
C05374,41,2,1211.8500000000001,3,At Risk
C05375,8,8,1582.61,0,Potential Loyalists
C05376,112,4,4754.42,0,Potential Loyalists
C05377,305,2,128.0,1,Low Value
C05378,46,8,4895.01,0,Potential Loyalists
C05379,1,8,1741.58,0,Potential Loyalists
C05380,44,7,2416.6000000000004,0,Potential Loyalists
C05381,32,12,2510.04,0,Potential Loyalists
C05382,108,4,2320.9900000000002,3,At Risk
C05383,507,2,635.06,1,Low Value
C05384,22,12,4104.8099999999995,2,Loyal Customers
C05385,16,10,6205.83,2,Loyal Customers
C05386,16,17,5222.52,2,Loyal Customers
C05387,337,2,726.3399999999999,1,Low Value
C05388,88,11,5640.35,2,Loyal Customers
C05389,117,1,119.99,3,At Risk
C05390,39,6,1342.24,3,At Risk
C05391,388,2,94.72999999999999,1,Low Value
C05394,216,5,1431.17,3,At Risk
C05395,477,2,269.96,1,Low Value
C05396,45,2,2045.6999999999998,3,At Risk
C05397,163,5,441.66999999999996,3,At Risk
C05398,624,1,120.69,1,Low Value
C05399,53,10,5738.1,2,Loyal Customers
C05400,118,2,70.41,3,At Risk
C05401,160,1,185.65,3,At Risk
C05402,139,5,1126.26,3,At Risk
C05403,58,7,3458.02,0,Potential Loyalists
C05404,90,9,2733.49,0,Potential Loyalists
C05405,164,4,1268.91,3,At Risk
C05406,129,8,2464.37,0,Potential Loyalists
C05408,66,18,4413.07,2,Loyal Customers
C05409,96,9,4075.52,0,Potential Loyalists
C05410,150,7,1601.9599999999998,0,Potential Loyalists
C05411,115,6,1474.07,3,At Risk
C05412,32,10,4145.3099999999995,0,Potential Loyalists
C05414,15,4,2053.23,3,At Risk
C05415,18,18,7712.89,2,Loyal Customers
C05416,505,1,138.72,1,Low Value
C05418,71,8,3176.4500000000003,0,Potential Loyalists
C05419,147,5,948.59,3,At Risk
C05421,19,4,621.45,3,At Risk
C05422,62,9,3317.62,0,Potential Loyalists
C05423,545,1,262.9,1,Low Value
C05424,41,21,5869.11,2,Loyal Customers
C05426,100,4,2458.81,3,At Risk
C05428,25,4,1683.4699999999998,3,At Risk
C05429,56,5,2655.65,0,Potential Loyalists
C05431,36,14,8010.76,2,Loyal Customers
C05433,21,13,2682.09,0,Potential Loyalists
C05434,84,6,3440.6400000000003,0,Potential Loyalists
C05435,137,13,6371.43,2,Loyal Customers
C05436,85,8,1768.75,0,Potential Loyalists
C05438,538,1,384.96,1,Low Value
C05439,9,17,4934.88,2,Loyal Customers
C05440,53,8,2271.06,0,Potential Loyalists
C05441,52,3,788.78,3,At Risk
C05442,376,3,504.14,1,Low Value
C05443,263,3,1473.96,3,At Risk
C05444,32,11,3576.64,0,Potential Loyalists
C05445,40,16,8026.44,2,Loyal Customers
C05446,3,20,10950.05,4,VIP Customers
C05447,95,13,3907.5299999999997,2,Loyal Customers
C05448,14,13,4728.74,2,Loyal Customers
C05450,47,12,10969.01,2,Loyal Customers
C05451,204,3,475.59,3,At Risk
C05452,27,20,8630.74,2,Loyal Customers
C05453,73,3,914.3100000000001,3,At Risk
C05455,7,10,3516.24,0,Potential Loyalists
C05456,330,2,312.95,1,Low Value
C05457,130,2,486.1,3,At Risk
C05458,29,2,2118.08,3,At Risk
C05459,167,4,1407.74,3,At Risk
C05460,513,2,850.87,1,Low Value
C05463,40,14,3305.7,2,Loyal Customers
C05464,112,8,2993.4,0,Potential Loyalists
C05466,32,5,2187.77,0,Potential Loyalists
C05467,420,5,1151.04,1,Low Value
C05469,151,2,1198.17,3,At Risk
C05470,87,4,841.21,3,At Risk
C05471,379,3,217.42000000000002,1,Low Value
C05472,172,8,1885.6799999999998,0,Potential Loyalists
C05473,100,1,133.4,3,At Risk
C05475,65,12,5123.5,2,Loyal Customers
C05476,708,1,69.81,1,Low Value
C05477,1,6,1267.6,0,Potential Loyalists
C05478,278,3,365.38,3,At Risk
C05479,163,3,1875.4599999999998,3,At Risk
C05480,21,4,2493.39,0,Potential Loyalists
C05481,462,1,76.58,1,Low Value
C05482,314,2,972.16,1,Low Value
C05483,250,2,405.51,3,At Risk
C05484,167,6,1868.3600000000001,3,At Risk
C05485,4,9,1539.71,0,Potential Loyalists
C05487,124,9,2768.32,0,Potential Loyalists
C05490,50,5,3004.7,0,Potential Loyalists
C05491,286,5,2745.59,3,At Risk
